Area_id,area,area_title,occ_title,tot_emp,h_mean,a_mean
1073,2,Alaska,Transportation and Material Moving Occupations,"22,570",28.52,"59,320"
1074,4,Arizona,Transportation and Material Moving Occupations,"171,910",18.59,"38,660"
1075,5,Arkansas,Transportation and Material Moving Occupations,"104,850",16.58,"34,490"
1076,6,California,Transportation and Material Moving Occupations,"1,160,680",19.01,"39,530"
1077,8,Colorado,Transportation and Material Moving Occupations,"150,880",20.34,"42,310"
1078,9,Connecticut,Transportation and Material Moving Occupations,"97,860",18.75,"39,000"
1079,10,Delaware,Transportation and Material Moving Occupations,"29,680",16.9,"35,150"
1080,11,District of Columbia,Transportation and Material Moving Occupations,"15,630",22.92,"47,670"
1081,12,Florida,Transportation and Material Moving Occupations,"544,380",17.6,"36,600"
1082,13,Georgia,Transportation and Material Moving Occupations,"385,080",17.23,"35,830"
1083,15,Hawaii,Transportation and Material Moving Occupations,"42,020",22.81,"47,450"
1084,16,Idaho,Transportation and Material Moving Occupations,"45,330",16.95,"35,250"
1085,17,Illinois,Transportation and Material Moving Occupations,"499,650",19.02,"39,560"
1086,18,Indiana,Transportation and Material Moving Occupations,"269,730",17.34,"36,080"
1087,19,Iowa,Transportation and Material Moving Occupations,"119,970",18.42,"38,320"
1088,20,Kansas,Transportation and Material Moving Occupations,"93,920",18.41,"38,300"
1089,21,Kentucky,Transportation and Material Moving Occupations,"180,490",17.79,"37,000"
1090,22,Louisiana,Transportation and Material Moving Occupations,"148,820",17.92,"37,280"
1091,23,Maine,Transportation and Material Moving Occupations,"36,360",17.02,"35,400"
1092,24,Maryland,Transportation and Material Moving Occupations,"164,620",19.44,"40,430"
1093,25,Massachusetts,Transportation and Material Moving Occupations,"190,150",19.48,"40,510"
1094,26,Michigan,Transportation and Material Moving Occupations,"288,900",18.35,"38,170"
1095,27,Minnesota,Transportation and Material Moving Occupations,"177,580",19.68,"40,930"
1096,28,Mississippi,Transportation and Material Moving Occupations,"99,780",16.01,"33,290"
1097,29,Missouri,Transportation and Material Moving Occupations,"193,920",17.66,"36,730"
1098,30,Montana,Transportation and Material Moving Occupations,"28,730",19.11,"39,750"
1099,31,Nebraska,Transportation and Material Moving Occupations,"77,940",18.57,"38,620"
1100,32,Nevada,Transportation and Material Moving Occupations,"102,160",18.65,"38,780"
1101,33,New Hampshire,Transportation and Material Moving Occupations,"35,650",17.69,"36,790"
1102,34,New Jersey,Transportation and Material Moving Occupations,"379,840",18.3,"38,070"
1103,35,New Mexico,Transportation and Material Moving Occupations,"43,110",17.33,"36,050"
1104,36,New York,Transportation and Material Moving Occupations,"515,160",20.66,"42,960"
1105,37,North Carolina,Transportation and Material Moving Occupations,"323,480",16.33,"33,970"
1106,38,North Dakota,Transportation and Material Moving Occupations,"33,930",21.77,"45,270"
1107,39,Ohio,Transportation and Material Moving Occupations,"401,800",17.08,"35,530"
1108,40,Oklahoma,Transportation and Material Moving Occupations,"107,070",17.36,"36,120"
1109,41,Oregon,Transportation and Material Moving Occupations,"127,520",19.04,"39,610"
1110,42,Pennsylvania,Transportation and Material Moving Occupations,"463,430",17.81,"37,040"
1111,44,Rhode Island,Transportation and Material Moving Occupations,"26,830",17.44,"36,280"
1112,45,South Carolina,Transportation and Material Moving Occupations,"153,680",16.29,"33,870"
1113,46,South Dakota,Transportation and Material Moving Occupations,"29,810",16.72,"34,770"
1114,47,Tennessee,Transportation and Material Moving Occupations,"277,290",16.83,"35,010"
1115,48,Texas,Transportation and Material Moving Occupations,"865,690",19.12,"39,770"
1116,49,Utah,Transportation and Material Moving Occupations,"95,240",18.11,"37,660"
1117,50,Vermont,Transportation and Material Moving Occupations,"16,830",18.45,"38,380"
1118,51,Virginia,Transportation and Material Moving Occupations,"237,820",18.36,"38,200"
1119,53,Washington,Transportation and Material Moving Occupations,"233,020",21.35,"44,410"
1120,54,West Virginia,Transportation and Material Moving Occupations,"53,700",17.35,"36,090"
1121,55,Wisconsin,Transportation and Material Moving Occupations,"209,030",17.92,"37,270"
1122,56,Wyoming,Transportation and Material Moving Occupations,"22,070",22.17,"46,110"
